,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.962066200351594,1,0.11277866364543954,1,1,fear,fear,22.999657997678963,23.112436661324402,white,white,Man,Man
1,avatars___20210817--0900--NRE683,0.9610341696280058,1,16.896811682274055,1,1,angry,angry,49.99939275382234,33.102581071548286,white,white,Man,Man
2,avatars___20210818--1332--CDR970,0.9856002971471733,0,0.0,1,1,angry,happy,23.0,23.0,white,white,Man,Man
3,avatars___20210819--0903--DOT682,0.9760882623730454,1,1.4469195004839293,1,1,happy,happy,29.011125710782125,27.564206210298195,black,black,Man,Man
4,avatars___20210827--0906--KDA058,0.9866672107848161,1,1.913603178138601e-07,1,1,sad,sad,23.000000191716893,23.000000000356575,white,white,Man,Man
5,avatars___20210831--0815--XJT672,0.9841783923292329,1,2.722381759667769e-05,1,1,sad,sad,22.99996468071913,22.999937456901534,asian,asian,Woman,Woman
6,avatars___20210901--0833--LAS440,0.9855456401181089,1,0.00013835704885423183,1,1,happy,happy,28.999866773723625,29.00000513077248,white,white,Woman,Woman
7,avatars___20210902--0817--IFG774,0.9979538184817407,1,0.04188895223304101,1,1,angry,angry,29.15553277733816,29.1974217295712,white,white,Man,Man
8,avatars___20210922--0839--UHV563,0.9867885524843452,1,4.68141081455542e-11,1,1,happy,happy,23.00000000013299,23.000000000086175,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.973078529028917,1,16.208303267023183,1,1,sad,sad,55.68138771580979,39.47308444878661,white,white,Man,Man
10,avatars___20210929--0827--MCR809,0.9975146347066471,1,2.2985964740485088e-06,1,1,happy,happy,29.999996480184564,29.999998778781038,white,white,Man,Man
11,avatars___20210929--1334--SKB942,0.9830819872317778,1,3.0458030174429496e-05,1,1,angry,angry,53.0005015546244,53.000532012654574,latino hispanic,latino hispanic,Man,Man
12,avatars___20211001--0855--KJJ701,0.9859480103866373,1,8.182254873645434e-11,1,1,happy,happy,23.0,23.000000000081823,white,white,Man,Man
13,avatars___20211001--1304--XMY093,0.9770428241834886,1,0.0,1,1,angry,angry,23.0,23.0,white,white,Man,Man
14,avatars___20211006--0836--EID363,0.9942353023386007,1,0.6900914907455444,1,1,neutral,neutral,29.067477107048035,29.75756859779358,white,white,Man,Man
15,avatars___20220114--0820--JZE802,0.9932602813614616,1,4.348770232809329e-10,1,1,neutral,neutral,29.0000000000433,29.000000000478177,indian,indian,Man,Man
16,avatars___20220202--0844--THN461,0.9993839537743193,1,0.0,1,1,happy,happy,39.47308444878661,39.47308444878661,black,black,Man,Man
17,avatars___20220214--0846--HOS732,0.9989237453555403,1,0.0,1,1,happy,happy,23.0,23.0,white,white,Man,Man
18,avatars___20220215--0801--ONK705,0.9447329588648153,0,2.056921893256458e-06,1,1,sad,happy,54.00000298253674,54.00000092561485,white,white,Man,Man
19,avatars___20220216--1324--ZSE894,0.9674362977967512,1,0.007795888536218598,1,1,happy,happy,29.002211001704524,28.994415113168305,white,white,Man,Man
