,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.9578805803045299,1,0.1965244286890453,1,1,fear,fear,22.999657997678963,23.196182426368008,white,white,Man,Man
1,avatars___20210817--0900--NRE683,0.9338464055161227,1,21.558597686627856,1,1,angry,angry,49.99939275382234,28.440795067194486,white,white,Man,Man
2,avatars___20210818--1332--CDR970,0.9804482962337496,1,0.0,1,1,angry,angry,23.0,23.0,white,white,Man,Man
3,avatars___20210819--0903--DOT682,0.9899766997225801,1,0.029316015361231962,1,1,happy,happy,29.011125710782125,29.040441726143357,black,black,Man,Man
4,avatars___20210827--0906--KDA058,0.985548763721529,1,1.8927225298170924e-07,1,1,sad,sad,23.000000191716893,23.00000000244464,white,white,Man,Man
5,avatars___20210831--0815--XJT672,0.9811573321806301,1,9.076415153685957e-06,1,1,sad,sad,22.99996468071913,22.999955604303977,asian,asian,Woman,Woman
6,avatars___20210901--0833--LAS440,0.9651763792212046,1,0.00013323584367697094,1,1,happy,happy,28.999866773723625,29.0000000095673,white,white,Woman,Woman
7,avatars___20210902--0817--IFG774,0.9950348611905987,1,0.07434237000656907,1,1,angry,angry,29.15553277733816,29.22987514734473,white,white,Man,Man
8,avatars___20210922--0839--UHV563,0.9746187246815573,1,1.3064394011053082e-10,1,1,happy,happy,23.00000000013299,23.000000000002345,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.9593156573889436,1,16.208303267023183,1,1,sad,sad,55.68138771580979,39.47308444878661,white,white,Man,Man
10,avatars___20210929--0827--MCR809,0.9987327542587494,1,1.7880235851919224e-06,1,1,happy,happy,29.999996480184564,29.99999469216098,white,white,Man,Man
11,avatars___20210929--1334--SKB942,0.9544741641436686,1,0.0018077772972304729,1,1,angry,angry,53.0005015546244,53.00230933192163,latino hispanic,latino hispanic,Man,Man
12,avatars___20211001--0855--KJJ701,0.9900087751874749,1,1.0658141036401503e-14,1,1,happy,happy,23.0,23.00000000000001,white,white,Man,Man
13,avatars___20211001--1304--XMY093,0.9615119133013329,0,0.0,1,1,angry,happy,23.0,23.0,white,white,Man,Man
14,avatars___20211006--0836--EID363,0.9942437656470039,1,0.393645703792572,1,1,neutral,neutral,29.067477107048035,29.461122810840607,white,white,Man,Man
15,avatars___20220114--0820--JZE802,0.9967067150795382,1,8.143175023178628e-11,1,1,neutral,neutral,29.0000000000433,29.000000000124732,indian,indian,Man,Man
16,avatars___20220202--0844--THN461,0.9995679762357398,1,0.0,1,1,happy,happy,39.47308444878661,39.47308444878661,black,black,Man,Man
17,avatars___20220214--0846--HOS732,0.9992493003331903,1,0.0,1,1,happy,happy,23.0,23.0,white,white,Man,Man
18,avatars___20220215--0801--ONK705,0.949183458463755,0,0.002372528230957016,1,1,sad,happy,54.00000298253674,54.0023755107677,white,white,Man,Man
19,avatars___20220216--1324--ZSE894,0.9544622246651066,1,0.002466461854201185,1,1,happy,happy,29.002211001704524,28.999744539850322,white,white,Man,Man
20,avatars___20220218--0839--XIT043,0.9876733532479202,1,0.0,1,1,happy,happy,32.0,32.0,black,black,Man,Man
21,avatars___20220303--1247--TAY503,0.9975307538458568,1,0.0,1,1,neutral,neutral,20.0,20.0,white,white,Woman,Woman
22,avatars___20220304--1320--NNQ107,0.9923346101096306,1,8.265033102361485e-11,1,1,neutral,neutral,29.000000000090527,29.000000000173177,black,black,Man,Man
23,avatars___20220307--1342--RGA575,0.9940336704196634,1,2.851052727237402e-11,1,1,angry,angry,23.000000000094794,23.000000000123304,black,black,Man,Man
24,avatars___20220310--1128--ZSC414,0.9950772329160286,1,8.610102142370124e-06,1,1,happy,happy,53.99999482253613,54.00000343263827,white,white,Woman,Woman
25,avatars___20220310--1336--XRZ540,0.9649197476514525,0,5.36456354893744e-07,1,1,neutral,sad,20.000000536456355,20.0,latino hispanic,latino hispanic,Man,Man
26,avatars___20220311--1115--NFU480,0.9953433161062927,1,1.2559021467668359,1,1,neutral,neutral,19.857691085472887,18.60178893870605,asian,asian,Man,Man
27,avatars___20220314--1116--KMD200,0.9909975799024441,1,1.7061516643934738e-09,1,1,angry,angry,28.000000000397936,28.000000002104088,white,white,Woman,Woman
28,avatars___20220315--0818--HDZ165,0.9805288830382131,0,0.0,1,1,angry,fear,20.0,20.0,white,white,Woman,Woman
29,avatars___20220315--1053--FWC239,0.9890791392244801,0,0.0039168685907711165,1,1,sad,fear,32.00552516942846,32.00160830083769,white,white,Man,Man
30,avatars___20220401--0841--PHT202,0.9822964450277988,1,1.6328541015298015e-05,1,1,neutral,neutral,22.00001647321802,22.000000144677006,white,white,Woman,Woman
31,avatars___20220406--1314--PGO261,0.9556281464214534,1,2.953854007614609e-06,1,1,neutral,neutral,23.0,23.000002953854008,white,white,Woman,Woman
32,avatars___20220407--0816--OYQ923,0.9969011684339938,1,0.0,1,1,neutral,neutral,23.0,23.0,latino hispanic,latino hispanic,Man,Man
33,avatars___20220412--1326--BGR645,0.9984128760100085,1,6.420926013106509e-10,1,1,neutral,neutral,29.000000003482597,29.000000002840505,black,black,Woman,Woman
34,avatars___20220426--1126--SCG995,0.9958751507521261,1,0.0,1,1,neutral,neutral,20.0,20.0,white,white,Woman,Woman
35,avatars___20220510--0837--WFU321,0.9986168947767771,1,0.009856164455413818,1,1,angry,angry,30.093018651008606,30.10287481546402,black,black,Man,Man
36,avatars___20220510--1051--OZZ515,0.9946526821384104,1,2.1977513142701355e-09,1,1,neutral,neutral,23.000000011090346,23.000000008892595,black,black,Man,Man
37,avatars___20220610--0901--TRP396,0.9997485602318531,1,0.0,1,1,neutral,neutral,23.000000000000004,23.000000000000004,latino hispanic,latino hispanic,Woman,Woman
38,avatars___20220614--1135--DNM410,0.9669042776689688,1,0.16255652987400993,1,1,neutral,neutral,29.000000001040725,28.837443471166715,asian,asian,Man,Man
39,avatars___20220627--0812--BPM833,0.9602980985495816,1,1.2486260914101877e-09,1,1,sad,sad,23.00000000174668,23.000000000498055,white,white,Man,Man
40,avatars___20220705--1055--JPG686,0.9761065645067823,1,1.8404169930500558,1,1,neutral,neutral,21.962766456368033,20.122349463317978,white,white,Man,Man
41,avatars___20220711--1048--UGU718,0.9833839489658165,1,3.552713678800501e-15,1,1,neutral,neutral,23.000000000000004,23.0,white,white,Woman,Woman
42,avatars___20220711--1300--BHC106,0.9629494374802076,1,4.0,1,1,neutral,neutral,32.0,28.0,white,white,Man,Man
43,avatars___20220712--1040--JEH262,0.9987044356442066,1,0.0,1,1,neutral,neutral,32.0,32.0,white,white,Man,Man
44,avatars___20220714--1031--NAB660,0.9900809587512455,1,0.00028228008886799216,1,1,surprise,surprise,29.00002509105252,29.00030737114139,white,white,Woman,Woman
45,avatars___20220726--1314--HNU630,0.9986788659564677,1,0.0002612586119283833,1,1,neutral,neutral,20.000014826696948,20.000276085308876,asian,asian,Man,Man
46,avatars___20220727--1059--TMA321,0.970186525194615,1,0.0019330848611893714,1,1,happy,happy,28.001842060961987,27.999908976100798,white,white,Man,Man
47,avatars___20220802--0838--IDD857,0.9942268928465529,1,0.0,1,1,neutral,neutral,29.0,29.0,white,white,Woman,Woman
48,avatars___20220805--1649--NCU289,0.9743347608803317,1,0.0,1,1,surprise,surprise,39.47308444878661,39.47308444878661,white,white,Man,Man
49,avatars___20220808--0809--DPE040,0.9812654379543774,1,3.3418000811025195e-08,0,1,happy,happy,23.0,23.000000033418,latino hispanic,asian,Woman,Woman
50,avatars___20220808--1036--IBX730,0.9963477996540191,1,1.1552077801013638e-06,1,1,sad,sad,25.000000005828465,24.999998850620685,asian,asian,Man,Man
51,avatars___20220809--1034--BJM420,0.998859234816378,1,1.352822884825855e-07,1,1,happy,happy,23.000000599133852,23.000000463851563,white,white,Man,Man
52,avatars___20220809--1321--UTC375,0.9869078936155564,1,0.0001738650930569463,1,1,neutral,neutral,20.999761623166734,20.99993548825979,asian,asian,Woman,Woman
