,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.7957336050631908,0,2.5063652323523087,0,0,fear,neutral,22.999657997678963,25.50602323003127,white,latino hispanic,Man,Woman
1,avatars___20210817--0900--NRE683,0.8204848687812162,0,17.99939275382234,1,0,angry,neutral,49.99939275382234,32.0,white,white,Man,Woman
2,avatars___20210818--1332--CDR970,0.8237334227798611,0,1.9043255861106445e-10,1,0,angry,neutral,23.0,23.000000000190433,white,white,Man,Woman
3,avatars___20210819--0903--DOT682,0.8354307813765415,0,4.157464386209334,0,1,happy,neutral,29.011125710782125,24.85366132457279,black,white,Man,Man
4,avatars___20210827--0906--KDA058,0.8362848161484504,0,1.9171681131524565e-07,1,1,sad,happy,23.000000191716893,23.00000000000008,white,white,Man,Man
5,avatars___20210831--0815--XJT672,0.6906054894124538,0,2.999964680719131,0,0,sad,fear,22.99996468071913,20.0,asian,white,Woman,Man
6,avatars___20210901--0833--LAS440,0.7565376077384273,0,5.999866773723625,1,1,happy,sad,28.999866773723625,23.0,white,white,Woman,Woman
7,avatars___20210902--0817--IFG774,0.803013514842441,0,6.155532775792292,1,0,angry,sad,29.15553277733816,23.000000001545867,white,white,Man,Woman
8,avatars___20210922--0839--UHV563,0.8505002002124072,1,2.066754975251662,1,1,happy,happy,23.00000000013299,25.06675497538465,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.8393957029802781,0,32.680524793370125,0,1,sad,neutral,55.68138771580979,23.000862922439662,white,latino hispanic,Man,Man
10,avatars___20210929--0827--MCR809,0.8535394083414392,1,0.854458626943206,1,1,happy,happy,29.999996480184564,29.145537853241358,white,white,Man,Man
11,avatars___20210929--1334--SKB942,0.8391445305354612,1,33.000501554519744,1,1,angry,angry,53.0005015546244,20.000000000104652,latino hispanic,latino hispanic,Man,Man
12,avatars___20211001--0855--KJJ701,0.8461517004549651,1,0.3289604187011719,0,1,happy,happy,23.0,22.671039581298828,white,indian,Man,Man
13,avatars___20211001--1304--XMY093,0.8059629327158325,0,2.3363540435639152e-08,1,1,angry,happy,23.0,23.00000002336354,white,white,Man,Man
14,avatars___20211006--0836--EID363,0.8532929376721865,1,0.06747710704672372,1,1,neutral,neutral,29.067477107048035,29.00000000000131,white,white,Man,Man
15,avatars___20220114--0820--JZE802,0.8916510633282365,1,2.9999999999566995,0,1,neutral,neutral,29.0000000000433,32.0,indian,black,Man,Man
16,avatars___20220202--0844--THN461,0.868168039295333,0,7.473084448786608,0,0,happy,neutral,39.47308444878661,32.0,black,latino hispanic,Man,Woman
17,avatars___20220214--0846--HOS732,0.8488481533770347,0,0.0,1,1,happy,neutral,23.0,23.0,white,white,Man,Man
18,avatars___20220215--0801--ONK705,0.8035364993464893,0,31.000002982528198,1,1,sad,happy,54.00000298253674,23.000000000008544,white,white,Man,Man
19,avatars___20220216--1324--ZSE894,0.8183871068746987,1,6.002210661272223,0,1,happy,happy,29.002211001704524,23.0000003404323,white,latino hispanic,Man,Man
20,avatars___20220218--0839--XIT043,0.8454741955769689,1,9.0,1,1,happy,happy,32.0,23.0,black,black,Man,Man
21,avatars___20220303--1247--TAY503,0.8027361485899825,1,3.0,1,0,neutral,neutral,20.0,23.0,white,white,Woman,Man
22,avatars___20220304--1320--NNQ107,0.9391547317505983,1,9.000000093238501,1,0,neutral,neutral,29.000000000090527,19.999999906852025,black,black,Man,Woman
23,avatars___20220307--1342--RGA575,0.8600236910774094,0,5.949587356461993,1,1,angry,neutral,23.000000000094794,28.949587356556787,black,black,Man,Man
24,avatars___20220310--1128--ZSC414,0.8131605453060486,1,24.97703317997172,1,0,happy,happy,53.99999482253613,29.02296164256441,white,white,Woman,Man
25,avatars___20220310--1336--XRZ540,0.8677335319674447,1,8.001047503952439,0,0,neutral,neutral,20.000000536456355,28.001048040408794,latino hispanic,white,Man,Woman
26,avatars___20220311--1115--NFU480,0.7915178760964187,0,0.18866551085773509,0,1,neutral,angry,19.857691085472887,20.04635659633062,asian,black,Man,Man
27,avatars___20220314--1116--KMD200,0.8218579975700779,0,8.000000000397936,1,0,angry,sad,28.000000000397936,20.0,white,white,Woman,Man
28,avatars___20220315--0818--HDZ165,0.8416819714862208,0,12.000000091942056,1,0,angry,neutral,20.0,32.000000091942056,white,white,Woman,Man
29,avatars___20220315--1053--FWC239,0.8201699601404691,0,0.005536192516270688,1,1,sad,neutral,32.00552516942846,31.99998897691219,white,white,Man,Man
30,avatars___20220401--0841--PHT202,0.8756058987787362,0,2.0000164732180217,1,1,neutral,angry,22.00001647321802,20.0,white,white,Woman,Woman
31,avatars___20220406--1314--PGO261,0.7302364266459874,1,5.0,1,0,neutral,neutral,23.0,28.0,white,white,Woman,Man
32,avatars___20220407--0816--OYQ923,0.8549501315445901,0,16.473084448786608,0,0,neutral,angry,23.0,39.47308444878661,latino hispanic,asian,Man,Woman
33,avatars___20220412--1326--BGR645,0.8882070858757937,0,9.000000003482597,0,1,neutral,happy,29.000000003482597,20.0,black,latino hispanic,Woman,Woman
34,avatars___20220426--1126--SCG995,0.9223197889188798,1,0.0,1,1,neutral,neutral,20.0,20.0,white,white,Woman,Woman
35,avatars___20220510--0837--WFU321,0.9113471921478999,0,9.847386829555035,1,1,angry,neutral,30.093018651008606,20.24563182145357,black,black,Man,Man
36,avatars___20220510--1051--OZZ515,0.8441629700796222,1,8.999999988909654,0,1,neutral,neutral,23.000000011090346,32.0,black,white,Man,Man
37,avatars___20220610--0901--TRP396,0.8586956671883849,1,0.0,1,0,neutral,neutral,23.000000000000004,23.000000000000004,latino hispanic,latino hispanic,Woman,Man
38,avatars___20220614--1135--DNM410,0.8318252989324159,0,6.000000001040725,0,1,neutral,angry,29.000000001040725,23.0,asian,latino hispanic,Man,Man
39,avatars___20220627--0812--BPM833,0.8041093821555211,0,1.7431460719308234e-09,1,0,sad,happy,23.00000000174668,23.000000000003535,white,white,Man,Woman
40,avatars___20220705--1055--JPG686,0.8586549625449992,1,0.0370542769439588,1,1,neutral,neutral,21.962766456368033,21.999820733311992,white,white,Man,Man
41,avatars___20220711--1048--UGU718,0.8241878215525474,1,3.552713678800501e-15,1,0,neutral,neutral,23.000000000000004,23.0,white,white,Woman,Man
42,avatars___20220711--1300--BHC106,0.8394081615899324,1,9.0,1,1,neutral,neutral,32.0,23.0,white,white,Man,Man
43,avatars___20220712--1040--JEH262,0.8403795014262333,1,2.9999973024932842,0,1,neutral,neutral,32.0,29.000002697506716,white,latino hispanic,Man,Man
44,avatars___20220714--1031--NAB660,0.8175858938037591,0,2.9999749091076353,0,0,surprise,happy,29.00002509105252,32.000000000160156,white,black,Woman,Man
45,avatars___20220726--1314--HNU630,0.8274186548320127,1,5.931303654507712,0,1,neutral,neutral,20.000014826696948,25.93131848120466,asian,white,Man,Man
46,avatars___20220727--1059--TMA321,0.8254936896901898,1,2.9148515187177644,1,1,happy,happy,28.001842060961987,25.086990542244223,white,white,Man,Man
47,avatars___20220802--0838--IDD857,0.8639294013651488,1,0.13846684470137305,1,1,neutral,neutral,29.0,28.861533155298627,white,white,Woman,Woman
48,avatars___20220805--1649--NCU289,0.8608721424781277,1,18.249968431323612,1,1,surprise,surprise,39.47308444878661,21.223116017462996,white,white,Man,Man
49,avatars___20220808--0809--DPE040,0.8944581848308993,0,0.9999999981522478,0,0,happy,sad,23.0,22.000000001847752,latino hispanic,asian,Woman,Man
50,avatars___20220808--1036--IBX730,0.8730009031050188,0,5.000000498480556,0,1,sad,neutral,25.000000005828465,19.99999950734791,asian,white,Man,Man
51,avatars___20220809--1034--BJM420,0.8488758536929707,1,5.990298532765337e-07,0,1,happy,happy,23.000000599133852,23.000000000104,white,latino hispanic,Man,Man
52,avatars___20220809--1321--UTC375,0.8184278363446142,1,0.9997616231667337,0,1,neutral,neutral,20.999761623166734,20.0,asian,white,Woman,Woman
53,avatars___20220811--1704--HAZ933,0.8693636218255288,1,5.2096559244319e-07,0,1,angry,angry,23.000000520965592,23.0,black,indian,Man,Man
54,avatars___20220812--1031--KVG225,0.8226650451740647,1,1.7763568394002505e-14,1,1,happy,happy,23.000000000000018,23.0,white,white,Man,Man
55,avatars___20220815--0815--GZL442,0.8639574937540669,0,3.000000000015671,1,1,fear,happy,20.0,23.00000000001567,white,white,Man,Man
56,avatars___20220815--1041--FZC097,0.8912105261327903,0,0.9999988894983325,0,1,sad,neutral,23.000000000002803,22.00000111050447,white,latino hispanic,Man,Man
57,avatars___20220815--1307--BMP511,0.8054972273399531,1,1.27209290124377,1,0,neutral,neutral,20.0,21.27209290124377,white,white,Woman,Man
58,avatars___20220815--1656--MOP211,0.8320845374262696,0,9.0,1,1,happy,neutral,23.0,32.0,white,white,Man,Man
59,avatars___20220818--1304--VCN655,0.8877403969335694,1,9.004300930741657,0,1,neutral,neutral,32.00000112431072,22.995700193569064,white,asian,Man,Man
60,avatars___20220818--1653--SSF476,0.8666288389176557,0,0.993081633396443,1,1,neutral,sad,22.006918366603557,23.0,white,white,Man,Man
61,avatars___20220819--0803--BUS250,0.8795020584806071,1,3.6102240406302144,0,1,neutral,neutral,26.610224040630527,23.000000000000313,white,latino hispanic,Woman,Woman
62,avatars___20220819--1313--NYY338,0.8008952705119885,1,7.473092884944062,1,0,angry,angry,39.47308444878661,31.999991563842546,white,white,Man,Woman
63,avatars___20220824--0804--GTU803,0.8656355886039785,1,1.5992659500993085,0,0,neutral,neutral,23.000000004809614,21.400734054710306,asian,latino hispanic,Man,Woman
64,avatars___20220829--0836--KSA222,0.8519225482647503,0,8.999999431546538,0,0,angry,neutral,23.000000568453462,32.0,white,latino hispanic,Man,Woman
65,avatars___20220830--1711--JZN879,0.879937208508173,1,3.000000444619296,1,0,neutral,neutral,20.0,23.000000444619296,white,white,Man,Woman
66,avatars___20220831--0751--CMS162,0.8574569599848005,1,8.980255430463213,1,0,neutral,neutral,32.0,23.019744569536787,white,white,Man,Woman
67,avatars___20220831--1047--ZUS575,0.909136728717638,1,0.077214013725591,1,1,neutral,neutral,29.000000012682182,28.92278599895659,indian,indian,Woman,Woman
68,avatars___20220901--1305--LNP057,0.8960887808478084,0,7.841881885888842,1,1,sad,neutral,27.841881885888842,20.0,white,white,Woman,Woman
69,avatars___20221213--1425--VBY735,0.7913557163490357,1,2.8951218149856572,1,1,angry,angry,20.0,22.895121814985657,latino hispanic,latino hispanic,Man,Man
70,avatars___20230106--1047--QCW581,0.8533814527496736,1,4.08575674362633,0,1,neutral,neutral,24.88977499554219,28.97553173916852,black,asian,Man,Man
71,avatars___20230109--1327--NFS933,0.8310547817396804,0,0.002199744733783149,0,1,neutral,happy,29.002199744805694,29.00000000007191,latino hispanic,white,Man,Man
72,avatars___20230124--1415--KKF424,0.8497271284722803,0,2.998758220238958,1,1,neutral,happy,20.0,22.998758220238958,white,white,Woman,Woman
73,avatars___20230131--1229--WBX393,0.84101470389601,1,8.000000000408257,1,1,neutral,neutral,20.0,28.000000000408257,white,white,Woman,Woman
74,avatars___20230206--1354--MFS340,0.7973666220419843,1,30.00093312936269,0,1,neutral,neutral,23.000000002170058,53.00093313153275,white,latino hispanic,Man,Man
75,avatars___20230207--1619--DTW301,0.8405467074974706,0,3.0,0,1,happy,angry,20.0,23.0,black,asian,Man,Man
76,avatars___20230213--0817--KGV285,0.8070581926799187,0,2.90789614609821e-11,1,0,angry,neutral,23.000000000029086,23.000000000000007,white,white,Man,Woman
77,avatars___20230222--1639--KYL945,0.8409137101180301,1,0.04427605814406377,1,1,neutral,neutral,29.0,28.955723941855936,white,white,Woman,Woman
78,avatars___20230224--1102--UPC002,0.8631305349937125,0,0.0,1,1,sad,neutral,32.0,32.0,white,white,Woman,Woman
79,avatars___20230224--1359--CMZ386,0.85610016355809,0,3.9999999273729436,1,1,neutral,surprise,32.0000000155131,28.00000008814016,white,white,Man,Man
80,avatars___20230227--1052--TXE513,0.8142089400529975,0,17.438027738543383,0,0,happy,angry,39.47308444878661,22.035056710243225,latino hispanic,white,Man,Woman
81,avatars___20230227--1659--TRT983,0.7973071667449858,0,0.0,1,0,angry,sad,29.0,29.0,white,white,Woman,Man
82,avatars___20230228--1358--HUJ848,0.8248406287630091,1,3.0,1,0,neutral,neutral,20.0,23.0,white,white,Man,Woman
83,avatars___20230301--1646--VNS883,0.8447913868400362,1,7.0047469552532355,1,1,happy,happy,29.004757661372437,22.000010706119202,white,white,Man,Man
84,avatars___20230302--0808--SEI058,0.792296633904511,0,5.329070518200751e-13,1,1,neutral,angry,23.000000000000533,23.0,white,white,Man,Man
85,avatars___20230302--1343--UWK768,0.8188068493706072,0,1.9164403397553542e-10,0,1,surprise,fear,23.0,23.000000000191644,indian,white,Man,Man
86,avatars___20230302--1654--LVY864,0.8875207164202261,1,0.3393737957734473,0,0,happy,happy,22.339383451124316,22.00000965535087,asian,latino hispanic,Man,Woman
87,avatars___20230303--0802--EFQ599,0.794948022207538,0,8.951587569494201,1,0,neutral,sad,20.04841243175158,29.00000000124578,white,white,Man,Woman
88,avatars___20230303--1634--ZKN852,0.8304307660717772,1,9.00164210060144,1,1,angry,angry,22.99835789939856,32.0,white,white,Man,Man
89,avatars___20230306--0812--CYQ521,0.7993237343949255,0,6.0,1,1,neutral,happy,23.0,29.0,white,white,Man,Man
90,avatars___20230306--1402--IXG477,0.856731427480849,0,1.0004234442638662,1,0,happy,sad,21.000423444263866,20.0,white,white,Woman,Man
91,avatars___20230307--0805--FQC133,0.827189588784523,0,2.9999992804029887,0,0,neutral,happy,32.00000000079828,29.000000720395292,black,white,Woman,Man
92,avatars___20230307--1648--KUG325,0.9294518508371644,0,3.0000000592607634,1,1,neutral,sad,23.000000059260763,20.0,white,white,Woman,Woman
93,avatars___20230308--1352--BDF920,0.8821688540562067,0,0.06610670161918009,0,0,happy,neutral,29.000030910247006,29.066137611866186,white,latino hispanic,Man,Woman
94,avatars___20230308--1639--IKB041,0.7993421916855062,1,4.94370393029833,1,0,angry,angry,23.05629502614777,27.9999989564461,white,white,Man,Woman
95,avatars___20230309--0820--CPA784,0.8440005563633627,1,0.0,0,1,happy,happy,23.0,23.0,middle eastern,white,Man,Man
96,avatars___20230309--1343--RIM072,0.7586042542045609,1,3.2268466618745606e-05,0,0,sad,sad,28.99996796616233,29.00000023462895,asian,white,Man,Woman
97,avatars___20230310--1106--FCT871,0.8091781399452311,0,2.9999999975195912,0,0,fear,sad,32.0,29.00000000248041,white,asian,Man,Woman
98,avatars___20230313--0819--GCZ208,0.8282989822810527,1,9.0,0,0,neutral,neutral,32.0,23.0,white,asian,Woman,Man
99,avatars___20230313--1653--RHL466,0.8662176452900326,0,1.3134428222372208e-05,0,1,neutral,surprise,29.000013134433175,29.000000000004952,latino hispanic,white,Man,Man
100,avatars___20230314--1632--PFN770,0.8062318588978951,1,0.0,1,1,neutral,neutral,23.0,23.0,white,white,Man,Man
101,avatars___20230315--0816--TEA904,0.8053546808755926,0,25.0,0,1,neutral,happy,53.0,28.0,latino hispanic,white,Man,Man
102,avatars___20230315--1638--UIS049,0.9144274420318251,0,0.0,1,1,happy,sad,20.0,20.0,latino hispanic,latino hispanic,Man,Man
103,avatars___20230316--1103--BHK376,0.8868059654959288,1,6.000090684776261,0,0,fear,fear,23.000000000000032,29.000090684776293,black,asian,Man,Woman
104,avatars___20230316--1356--GXR876,0.8631104378821514,1,3.0,0,1,neutral,neutral,23.0,20.0,white,latino hispanic,Woman,Woman
105,avatars___20230317--1054--GBQ558,0.7863674791776618,0,6.00000023769724,1,1,sad,fear,23.0,29.00000023769724,white,white,Woman,Woman
106,avatars___20230317--1648--ONK818,0.8073734310720602,1,3.0,0,1,neutral,neutral,20.0,23.0,white,latino hispanic,Woman,Woman
107,avatars___20230320--0810--ZJN985,0.853718895721086,1,16.473331788254264,0,0,happy,happy,39.47308444878661,22.999752660532344,asian,white,Man,Woman
