,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.7730765322282201,0,0.0003420023210374268,0,1,fear,neutral,22.999657997678963,23.0,white,latino hispanic,Man,Man
1,avatars___20210817--0900--NRE683,0.8044481380151733,0,26.999392753621166,1,1,angry,neutral,49.99939275382234,23.000000000201176,white,white,Man,Man
2,avatars___20210818--1332--CDR970,0.8475619396368694,0,0.058608490892897436,1,1,angry,neutral,23.0,22.941391509107103,white,white,Man,Man
3,avatars___20210819--0903--DOT682,0.8275378335150919,0,0.011125928345222746,0,1,happy,neutral,29.011125710782125,28.999999782436902,black,latino hispanic,Man,Man
4,avatars___20210827--0906--KDA058,0.8320746575741211,0,1.9171689302766026e-07,0,1,sad,happy,23.000000191716893,23.0,white,black,Man,Man
5,avatars___20210831--0815--XJT672,0.6757051494788963,0,3.5319280868861824e-05,0,0,sad,fear,22.99996468071913,23.0,asian,middle eastern,Woman,Man
6,avatars___20210901--0833--LAS440,0.7932488869074903,0,0.9944597859829898,1,1,happy,sad,28.999866773723625,28.005406987740635,white,white,Woman,Woman
7,avatars___20210902--0817--IFG774,0.754648995532118,0,2.8444695533622095,1,1,angry,happy,29.15553277733816,32.00000233070037,white,white,Man,Man
8,avatars___20210922--0839--UHV563,0.7979470968458269,0,1.9816198810762664,1,1,happy,fear,23.00000000013299,21.018380119056722,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.8109719988167405,0,26.721405210170445,0,0,sad,angry,55.68138771580979,28.959982505639346,white,black,Man,Woman
10,avatars___20210929--0827--MCR809,0.8364336638395578,0,6.9999080039693595,1,0,happy,angry,29.999996480184564,23.000088476215204,white,white,Man,Woman
11,avatars___20210929--1334--SKB942,0.7840410770384661,1,30.0005015546244,1,1,angry,angry,53.0005015546244,23.0,latino hispanic,latino hispanic,Man,Man
12,avatars___20211001--0855--KJJ701,0.8376423591369482,1,3.0,0,0,happy,happy,23.0,20.0,white,latino hispanic,Man,Woman
13,avatars___20211001--1304--XMY093,0.8433582709467189,0,3.0124035896281924,0,1,angry,happy,23.0,26.012403589628192,white,latino hispanic,Man,Man
14,avatars___20211006--0836--EID363,0.8640474865174431,1,2.9325228929519653,0,0,neutral,neutral,29.067477107048035,32.0,white,latino hispanic,Man,Woman
15,avatars___20220114--0820--JZE802,0.7990748804733282,0,0.0032585241627813843,0,1,neutral,happy,29.0000000000433,29.003258524206082,indian,white,Man,Man
16,avatars___20220202--0844--THN461,0.8097620967062592,0,7.473084448786608,0,0,happy,neutral,39.47308444878661,32.0,black,white,Man,Woman
17,avatars___20220214--0846--HOS732,0.8781465473298304,1,1.4449840364250122e-06,0,1,happy,happy,23.0,22.999998555015964,white,latino hispanic,Man,Man
18,avatars___20220215--0801--ONK705,0.7656230941861429,0,32.00002160130455,1,0,sad,neutral,54.00000298253674,21.999981381232192,white,white,Man,Woman
19,avatars___20220216--1324--ZSE894,0.7807644163277793,0,9.002211001704524,0,1,happy,neutral,29.002211001704524,20.0,white,latino hispanic,Man,Man
20,avatars___20220218--0839--XIT043,0.792974968213977,1,3.000024998045159,0,0,happy,happy,32.0,28.99997500195484,black,white,Man,Woman
