,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.7661806730181098,0,0.0003420023210409795,1,1,fear,neutral,22.999657997678963,23.000000000000004,white,white,Man,Man
1,avatars___20210817--0900--NRE683,0.7846098145913027,0,26.99939275382234,0,1,angry,neutral,49.99939275382234,23.0,white,latino hispanic,Man,Man
2,avatars___20210818--1332--CDR970,0.8286699362222826,0,3.0,1,0,angry,neutral,23.0,20.0,white,white,Man,Woman
3,avatars___20210819--0903--DOT682,0.7838052734402877,0,6.011125710782057,0,1,happy,neutral,29.011125710782125,23.000000000000068,black,white,Man,Man
4,avatars___20210827--0906--KDA058,0.8025805439294815,0,3.000000191716893,0,0,sad,neutral,23.000000191716893,20.0,white,asian,Man,Woman
5,avatars___20210831--0815--XJT672,0.6932645936938928,1,2.999964680719131,0,0,sad,sad,22.99996468071913,20.0,asian,white,Woman,Man
6,avatars___20210901--0833--LAS440,0.7513960906401647,1,5.999866771457164,1,0,happy,happy,28.999866773723625,23.00000000226646,white,white,Woman,Man
7,avatars___20210902--0817--IFG774,0.7625239752984861,1,6.155532776974077,0,1,angry,angry,29.15553277733816,23.000000000364082,white,asian,Man,Man
8,avatars___20210922--0839--UHV563,0.785932233894166,0,6.90418639190672,1,1,happy,sad,23.00000000013299,29.90418639203971,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.7798565399411981,0,32.68138771580979,1,1,sad,angry,55.68138771580979,23.0,white,white,Man,Man
10,avatars___20210929--0827--MCR809,0.8383553812576006,1,9.999996480184564,1,1,happy,happy,29.999996480184564,20.0,white,white,Man,Man
11,avatars___20210929--1334--SKB942,0.7736676695524061,1,30.0005015546244,0,1,angry,angry,53.0005015546244,23.0,latino hispanic,white,Man,Man
12,avatars___20211001--0855--KJJ701,0.8039565654892968,1,1.000000845500871,1,1,happy,happy,23.0,21.99999915449913,white,white,Man,Man
13,avatars___20211001--1304--XMY093,0.8313617969681074,0,4.3712589103961363e-11,1,1,angry,happy,23.0,23.000000000043713,white,white,Man,Man
14,avatars___20211006--0836--EID363,0.839719097264302,1,0.0674742215316897,0,1,neutral,neutral,29.067477107048035,29.000002885516345,white,asian,Man,Man
15,avatars___20220114--0820--JZE802,0.8368649388190479,0,5.9999967005602315,0,0,neutral,happy,29.0000000000433,23.00000329948307,indian,white,Man,Woman
16,avatars___20220202--0844--THN461,0.8108747637013078,0,7.473084448786608,0,0,happy,neutral,39.47308444878661,32.0,black,white,Man,Woman
17,avatars___20220214--0846--HOS732,0.8052533406218664,0,3.0,1,0,happy,neutral,23.0,20.0,white,white,Man,Woman
18,avatars___20220215--0801--ONK705,0.7253683304243863,0,34.00000298253674,0,1,sad,happy,54.00000298253674,20.0,white,latino hispanic,Man,Man
19,avatars___20220216--1324--ZSE894,0.7590702575015915,1,9.002211001704524,1,1,happy,happy,29.002211001704524,20.0,white,white,Man,Man
