,key,ssim,emotion,age,race,gender,real_emotion,anon_emotion,real_age,anon_age,real_race,anon_race,real_gender,anon_gender
0,avatars___20210810--1306--FXN596,0.8255909797601029,0,6.000342002323151,1,0,fear,sad,22.999657997678963,29.000000000002114,white,white,Man,Woman
1,avatars___20210817--0900--NRE683,0.8246794171249333,0,0.9310755436628995,1,1,angry,neutral,49.99939275382234,49.06831721015944,white,white,Man,Man
2,avatars___20210818--1332--CDR970,0.8360554561636606,0,7.105427357601002e-15,0,1,angry,neutral,23.0,23.000000000000007,white,latino hispanic,Man,Man
3,avatars___20210819--0903--DOT682,0.8670151634020955,0,6.011125710773641,0,1,happy,neutral,29.011125710782125,23.000000000008484,black,latino hispanic,Man,Man
4,avatars___20210827--0906--KDA058,0.7984915901475602,0,3.000000191716893,1,0,sad,neutral,23.000000191716893,20.0,white,white,Man,Woman
5,avatars___20210831--0815--XJT672,0.7160012827913075,0,3.5319280868861824e-05,0,1,sad,fear,22.99996468071913,23.0,asian,white,Woman,Woman
6,avatars___20210901--0833--LAS440,0.768383610290127,0,5.999866766604779,1,0,happy,neutral,28.999866773723625,23.000000007118846,white,white,Woman,Man
7,avatars___20210902--0817--IFG774,0.7780389467011217,1,6.157505277497574,1,1,angry,angry,29.15553277733816,22.998027499840585,white,white,Man,Man
8,avatars___20210922--0839--UHV563,0.8564483598727626,0,3.626093858511041,1,1,happy,neutral,23.00000000013299,26.62609385864403,white,white,Man,Man
9,avatars___20210928--0843--PAK800,0.8120095631549951,0,26.681387715415863,1,1,sad,neutral,55.68138771580979,29.00000000039393,white,white,Man,Man
10,avatars___20210929--0827--MCR809,0.8473991827002991,1,1.2181978006972116,1,1,happy,happy,29.999996480184564,28.781798679487352,white,white,Man,Man
11,avatars___20210929--1334--SKB942,0.7527534760258537,0,33.0005015546244,0,0,angry,neutral,53.0005015546244,20.0,latino hispanic,white,Man,Woman
12,avatars___20211001--0855--KJJ701,0.8090764821892173,1,0.9804300479590893,0,0,happy,happy,23.0,22.01956995204091,white,black,Man,Woman
13,avatars___20211001--1304--XMY093,0.7987427386333256,0,5.3550692769022135e-08,1,0,angry,happy,23.0,23.000000053550693,white,white,Man,Woman
14,avatars___20211006--0836--EID363,0.9218173106701757,1,2.9323288314189995,1,1,neutral,neutral,29.067477107048035,31.999805938467034,white,white,Man,Man
15,avatars___20220114--0820--JZE802,0.8668395789813487,0,9.0000000000433,0,0,neutral,happy,29.0000000000433,20.0,indian,latino hispanic,Man,Woman
16,avatars___20220202--0844--THN461,0.8777452595139981,1,11.519117003402549,1,1,happy,happy,39.47308444878661,27.95396744538406,black,black,Man,Man
17,avatars___20220214--0846--HOS732,0.8688267626769107,1,0.0,1,1,happy,happy,23.0,23.0,white,white,Man,Man
18,avatars___20220215--0801--ONK705,0.8372344473099277,0,31.99934973767546,1,1,sad,angry,54.00000298253674,22.000653244861283,white,white,Man,Man
19,avatars___20220216--1324--ZSE894,0.9029882214914655,1,6.0022043536793035,1,1,happy,happy,29.002211001704524,23.00000664802522,white,white,Man,Man
20,avatars___20220218--0839--XIT043,0.8344906524169259,1,22.5721461736414,0,1,happy,happy,32.0,54.5721461736414,black,latino hispanic,Man,Man
21,avatars___20220303--1247--TAY503,0.8159601967620691,0,3.0000000155908033,1,0,neutral,happy,20.0,23.000000015590803,white,white,Woman,Man
22,avatars___20220304--1320--NNQ107,0.8477803716674572,0,24.95128381283025,0,1,neutral,happy,29.000000000090527,53.95128381292078,black,white,Man,Man
23,avatars___20220307--1342--RGA575,0.8639855621807723,0,7.736907005215265,1,1,angry,neutral,23.000000000094794,30.73690700531006,black,black,Man,Man
24,avatars___20220310--1128--ZSC414,0.846279595989383,1,31.00476931011351,0,1,happy,happy,53.99999482253613,22.99522551242262,white,latino hispanic,Woman,Woman
25,avatars___20220310--1336--XRZ540,0.8212630287994884,1,0.8821090307738011,0,0,neutral,neutral,20.000000536456355,20.882109567230156,latino hispanic,white,Man,Woman
26,avatars___20220311--1115--NFU480,0.76089752841428,0,2.1654770302991935,0,1,neutral,sad,19.857691085472887,22.02316811577208,asian,white,Man,Man
27,avatars___20220314--1116--KMD200,0.803351095624835,0,5.000003263181984,1,0,angry,happy,28.000000000397936,22.99999673721595,white,white,Woman,Man
28,avatars___20220315--0818--HDZ165,0.8166724080517279,0,0.0,1,0,angry,sad,20.0,20.0,white,white,Woman,Man
29,avatars___20220315--1053--FWC239,0.8224416322816999,0,3.0055251693044163,1,1,sad,neutral,32.00552516942846,29.000000000124043,white,white,Man,Man
30,avatars___20220401--0841--PHT202,0.8797829822726172,0,9.999983548924266,1,1,neutral,sad,22.00001647321802,32.00000002214229,white,white,Woman,Woman
31,avatars___20220406--1314--PGO261,0.7371820639289843,1,0.0,1,0,neutral,neutral,23.0,23.0,white,white,Woman,Man
32,avatars___20220407--0816--OYQ923,0.8443430700375361,0,0.0,1,1,neutral,angry,23.0,23.0,latino hispanic,latino hispanic,Man,Man
33,avatars___20220412--1326--BGR645,0.9097638881862692,0,8.999999998531898,0,1,neutral,happy,29.000000003482597,20.0000000049507,black,latino hispanic,Woman,Woman
34,avatars___20220426--1126--SCG995,0.8406634412642038,1,3.0000000000000107,1,1,neutral,neutral,20.0,23.00000000000001,white,white,Woman,Woman
35,avatars___20220510--0837--WFU321,0.9003982759177521,0,7.093018651008482,1,1,angry,surprise,30.093018651008606,23.000000000000124,black,black,Man,Man
36,avatars___20220510--1051--OZZ515,0.9125500489395719,1,5.140024633562348,1,1,neutral,neutral,23.000000011090346,28.140024644652694,black,black,Man,Man
37,avatars___20220610--0901--TRP396,0.8918805539021413,1,3.0000000000000036,0,1,neutral,neutral,23.000000000000004,20.0,latino hispanic,white,Woman,Woman
38,avatars___20220614--1135--DNM410,0.8233822250112732,0,6.000000001040725,0,1,neutral,angry,29.000000001040725,23.0,asian,latino hispanic,Man,Man
39,avatars___20220627--0812--BPM833,0.83760024156122,0,1.7466810220412299e-09,1,1,sad,happy,23.00000000174668,23.0,white,white,Man,Man
40,avatars___20220705--1055--JPG686,0.8796930052416974,1,6.136621728132386,1,1,neutral,neutral,21.962766456368033,28.09938818450042,white,white,Man,Man
41,avatars___20220711--1048--UGU718,0.8556146051575514,1,4.987539027511215,1,1,neutral,neutral,23.000000000000004,27.987539027511218,white,white,Woman,Woman
42,avatars___20220711--1300--BHC106,0.8690238311964077,1,7.633878486942319,1,0,neutral,neutral,32.0,24.36612151305768,white,white,Man,Woman
43,avatars___20220712--1040--JEH262,0.8513357424165732,1,2.999999999971962,1,1,neutral,neutral,32.0,29.000000000028038,white,white,Man,Man
44,avatars___20220714--1031--NAB660,0.9699653680641755,1,0.008539604663383216,1,1,surprise,surprise,29.00002509105252,29.008564695715904,white,white,Woman,Woman
45,avatars___20220726--1314--HNU630,0.8424887844783584,0,2.7627777959874997,0,1,neutral,happy,20.000014826696948,22.762792622684447,asian,black,Man,Man
46,avatars___20220727--1059--TMA321,0.8639286269512698,1,5.001842060961987,1,1,happy,happy,28.001842060961987,23.0,white,white,Man,Man
47,avatars___20220802--0838--IDD857,0.8649680191554533,1,5.999999999999993,1,0,neutral,neutral,29.0,23.000000000000007,white,white,Woman,Man
48,avatars___20220805--1649--NCU289,0.8656007817509374,0,14.489442645115275,1,0,surprise,fear,39.47308444878661,24.983641803671333,white,white,Man,Woman
49,avatars___20220808--0809--DPE040,0.8535033547761925,0,3.0,0,1,happy,sad,23.0,20.0,latino hispanic,white,Woman,Woman
50,avatars___20220808--1036--IBX730,0.9185458451321811,0,2.9999999931938532,1,1,sad,neutral,25.000000005828465,22.00000001263461,asian,asian,Man,Man
51,avatars___20220809--1034--BJM420,0.9974112077763134,1,3.5563934019933185e-07,1,1,happy,happy,23.000000599133852,23.00000024349451,white,white,Man,Man
